service_date,facility_id,facility_name,facility_type,district_id,district_name,outpatient_visits,emergency_arrivals,admissions,discharges,avg_ed_wait_minutes,avg_outpatient_wait_minutes,ed_wait_variance_minutes,outpatient_wait_variance_minutes,bed_occupancy_rate,high_occupancy_flag,staff_hours,overtime_hours,patient_satisfaction_score,access_risk_score
2025-04-02,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,390,96,29,28,70,34,14,9,0.8089,N,785.7,0,78.1,26.9
2025-04-02,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,155,0,0,0,0,22,0,2,0.0,N,65.1,0,87.0,20.3
2025-04-02,F009,West Hills Hospital,Hospital,D05,West Hills,271,68,23,21,68,30,16,7,0.8342,N,557.6,2.5,74.3,24.1
2025-04-02,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,152,60,4,4,44,32,10,13,0.3104,N,181.8,0,79.0,26.4
2025-04-03,F001,North Borough General Hospital,Hospital,D01,North Borough,362,111,28,26,86,36,31,12,0.8378,N,724.5,3.9,71.7,33.3
2025-04-03,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,187,0,0,0,0,21,0,-1,0.0,N,78.5,0,82.7,19.9
2025-04-03,F003,East River Medical Center,Hospital,D02,East River,473,105,36,35,66,36,6,10,0.8072,N,937.9,0,76.4,36.1
2025-04-03,F004,Riverside Urgent Care,Urgent Care,D02,East River,185,77,2,2,52,19,14,-1,0.493,N,216.5,0,81.2,32.0
2025-04-03,F005,Central City Health Campus,Hospital,D03,Central City,536,142,36,38,83,35,25,10,0.7439,N,1147.7,0,77.7,31.2
2025-04-03,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,220,0,0,0,0,21,0,0,0.0,N,92.4,0,85.6,28.0
2025-04-03,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,354,93,25,23,75,36,19,11,0.7988,N,747.0,0,68.3,27.6
2025-04-03,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,160,0,0,0,0,27,0,7,0.0,N,67.2,0,86.3,23.1
2025-04-03,F009,West Hills Hospital,Hospital,D05,West Hills,284,84,27,26,67,24,15,1,0.8512,N,596.0,4.1,79.9,20.2
2025-04-03,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,174,73,3,3,68,29,34,10,0.4433,N,202.2,0,81.7,31.0
2025-04-04,F001,North Borough General Hospital,Hospital,D01,North Borough,401,112,33,30,73,31,18,7,0.8545,N,767.0,6.0,71.7,26.9
2025-04-04,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,178,0,0,0,0,26,0,4,0.0,N,74.8,0,77.6,22.9
2025-04-04,F003,East River Medical Center,Hospital,D02,East River,444,144,41,41,70,30,10,4,0.8893,N,979.0,20.7,75.8,35.6
2025-04-04,F004,Riverside Urgent Care,Urgent Care,D02,East River,205,78,2,2,56,24,18,4,0.5463,N,228.5,0,77.6,36.2
2025-04-04,F005,Central City Health Campus,Hospital,D03,Central City,558,165,44,45,82,32,24,7,0.823,N,1213.7,0.8,75.8,31.4
2025-04-04,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,176,0,0,0,0,20,0,-1,0.0,N,73.9,0,85.8,26.3
2025-04-04,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,419,113,34,32,63,31,7,6,0.8439,N,837.8,3.9,77.0,24.4
2025-04-04,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,165,0,0,0,0,30,0,10,0.0,N,69.3,0,83.2,23.6
2025-04-04,F009,West Hills Hospital,Hospital,D05,West Hills,273,80,24,21,54,30,2,7,0.8582,N,574.1,6.3,80.4,18.2
2025-04-04,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,129,51,1,1,45,18,11,-1,0.3776,N,148.6,0,80.5,21.3
2025-04-05,F001,North Borough General Hospital,Hospital,D01,North Borough,300,70,23,24,69,30,14,6,0.782,N,631.5,0,75.7,28.0
2025-04-05,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,152,0,0,0,0,22,0,0,0.0,N,63.8,0,82.3,20.7
2025-04-05,F003,East River Medical Center,Hospital,D02,East River,354,119,30,32,72,24,12,-2,0.815,N,861.8,0,76.9,34.4
2025-04-05,F004,Riverside Urgent Care,Urgent Care,D02,East River,173,79,2,2,57,26,19,6,0.4595,N,211.8,0,77.7,37.4
2025-04-05,F005,Central City Health Campus,Hospital,D03,Central City,442,117,29,27,70,34,12,9,0.7925,N,1044.2,0,74.0,35.3
2025-04-05,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,164,0,0,0,0,26,0,5,0.0,N,68.9,0,82.5,24.8
2025-04-05,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,322,88,29,28,69,27,13,2,0.7852,N,740.7,0,75.3,22.3
2025-04-05,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,142,0,0,0,0,25,0,5,0.0,N,59.6,0,80.4,21.8
2025-04-05,F009,West Hills Hospital,Hospital,D05,West Hills,195,47,11,11,60,18,8,-5,0.7267,N,447.9,0,79.6,19.6
2025-04-05,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,127,54,1,1,54,23,20,4,0.524,N,150.3,0,80.4,20.8
2025-04-06,F001,North Borough General Hospital,Hospital,D01,North Borough,278,69,21,20,80,28,25,4,0.7779,N,610.5,0,76.0,29.0
2025-04-06,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,136,0,0,0,0,31,0,9,0.0,N,57.1,0,78.7,26.1
2025-04-06,F003,East River Medical Center,Hospital,D02,East River,352,92,27,25,65,28,5,2,0.8075,N,823.0,0,79.5,33.0
2025-04-06,F004,Riverside Urgent Care,Urgent Care,D02,East River,166,69,4,4,57,18,19,-2,0.4216,N,206.5,0,80.2,36.6
2025-04-06,F005,Central City Health Campus,Hospital,D03,Central City,439,121,32,34,68,22,10,-3,0.7402,N,1058.4,0,77.9,30.2
2025-04-06,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,160,0,0,0,0,23,0,2,0.0,N,67.2,0,80.3,28.5
2025-04-06,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,306,67,18,18,67,33,11,8,0.7825,N,668.0,0,75.2,24.2
2025-04-06,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,150,0,0,0,0,15,0,-5,0.0,N,63.0,0,87.9,20.5
2025-04-06,F009,West Hills Hospital,Hospital,D05,West Hills,231,54,14,14,52,22,0,-1,0.8565,N,486.4,4.8,84.1,17.1
2025-04-06,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,126,58,3,3,55,25,21,6,0.3446,N,161.6,0,78.4,24.4
2025-04-07,F001,North Borough General Hospital,Hospital,D01,North Borough,441,145,40,37,86,35,31,11,0.7426,N,848.3,0,80.0,32.9
2025-04-07,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,181,0,0,0,0,27,0,5,0.0,N,76.0,0,81.8,23.5
2025-04-07,F003,East River Medical Center,Hospital,D02,East River,516,142,48,52,77,41,17,15,0.872,N,1044.7,16.0,72.0,41.1
2025-04-07,F004,Riverside Urgent Care,Urgent Care,D02,East River,216,91,4,4,66,22,28,2,0.5027,N,254.8,0,78.8,35.3
2025-04-07,F005,Central City Health Campus,Hospital,D03,Central City,651,212,55,59,92,29,34,4,0.8712,N,1353.5,18.0,75.2,34.3
2025-04-07,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,202,0,0,0,0,34,0,13,0.0,N,84.8,0,86.8,34.1
2025-04-07,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,433,145,47,43,83,35,27,10,0.8405,N,927.9,6.1,72.4,28.6
2025-04-07,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,181,0,0,0,0,27,0,7,0.0,N,76.0,0,81.6,23.5
2025-04-07,F009,West Hills Hospital,Hospital,D05,West Hills,334,106,27,24,74,29,22,6,0.8179,N,644.4,0,81.0,24.2
2025-04-07,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,180,73,3,3,50,25,16,6,0.4424,N,205.6,0,81.5,24.3
2025-04-08,F001,North Borough General Hospital,Hospital,D01,North Borough,349,101,36,38,58,34,3,10,0.8886,N,739.9,15.8,74.8,26.8
2025-04-08,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,165,0,0,0,0,23,0,1,0.0,N,69.3,0,80.3,24.7
2025-04-08,F003,East River Medical Center,Hospital,D02,East River,428,110,30,26,68,29,8,3,0.8646,N,893.9,9.1,76.1,32.3
2025-04-08,F004,Riverside Urgent Care,Urgent Care,D02,East River,237,112,6,6,57,26,19,6,0.5508,N,294.4,0,81.0,36.6
2025-04-08,F005,Central City Health Campus,Hospital,D03,Central City,485,107,29,29,66,22,8,-3,0.7987,N,1058.4,0,79.2,28.0
2025-04-08,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,184,0,0,0,0,30,0,9,0.0,N,77.3,0,80.0,27.2
2025-04-08,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,382,127,31,32,97,29,41,4,0.8568,N,818.8,8.7,71.8,30.7
2025-04-08,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,155,0,0,0,0,21,0,1,0.0,N,65.1,0,81.7,18.5
2025-04-08,F009,West Hills Hospital,Hospital,D05,West Hills,272,84,28,27,73,29,21,6,0.8559,N,593.4,5.2,80.5,25.6
2025-04-08,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,160,74,2,2,50,22,16,3,0.5227,N,191.5,0,74.3,21.4
2025-04-09,F001,North Borough General Hospital,Hospital,D01,North Borough,370,82,19,17,59,30,4,6,0.7915,N,665.4,0,80.6,23.7
2025-04-09,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,167,0,0,0,0,28,0,6,0.0,N,70.1,0,83.2,23.6
2025-04-09,F003,East River Medical Center,Hospital,D02,East River,470,108,35,35,62,32,2,6,0.819,N,935.1,0,75.5,31.4
2025-04-09,F004,Riverside Urgent Care,Urgent Care,D02,East River,205,79,3,3,51,21,13,1,0.3644,N,233.4,0,80.0,36.2
2025-04-09,F005,Central City Health Campus,Hospital,D03,Central City,534,168,49,50,93,33,35,8,0.8617,N,1223.3,9.6,73.9,37.2
2025-04-09,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,187,0,0,0,0,21,0,0,0.0,N,78.5,0,87.3,25.2
2025-04-09,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,407,118,35,38,66,31,10,6,0.8825,N,840.0,13.9,73.3,21.6
2025-04-09,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,174,0,0,0,0,30,0,10,0.0,N,73.1,0,81.5,26.9
2025-04-09,F009,West Hills Hospital,Hospital,D05,West Hills,285,72,18,17,61,31,9,8,0.8005,N,549.1,0,76.8,23.6
2025-04-09,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,166,76,4,4,55,26,21,7,0.4253,N,204.7,0,80.6,25.3
2025-04-10,F001,North Borough General Hospital,Hospital,D01,North Borough,315,96,26,24,72,30,17,6,0.8102,N,676.5,0,76.4,27.6
2025-04-10,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,171,0,0,0,0,29,0,7,0.0,N,71.8,0,79.9,25.1
2025-04-10,F003,East River Medical Center,Hospital,D02,East River,367,110,28,30,64,31,4,5,0.8096,N,852.4,0,75.4,33.4
2025-04-10,F004,Riverside Urgent Care,Urgent Care,D02,East River,223,89,4,4,59,18,21,-2,0.3738,N,256.8,0,80.4,32.9
2025-04-10,F005,Central City Health Campus,Hospital,D03,Central City,493,166,57,55,81,26,23,1,0.8121,N,1230.8,0,81.0,31.7
2025-04-10,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,177,0,0,0,0,23,0,2,0.0,N,74.3,0,86.0,29.0
2025-04-10,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,375,101,28,28,76,29,20,4,0.8602,N,778.2,9.0,74.1,24.6
2025-04-10,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,159,0,0,0,0,28,0,8,0.0,N,66.8,0,85.7,24.5
2025-04-10,F009,West Hills Hospital,Hospital,D05,West Hills,258,64,15,15,63,31,11,8,0.8141,N,514.7,0,74.7,24.3
2025-04-10,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,142,65,3,3,49,21,15,2,0.5915,N,177.1,0,78.6,18.7
2025-04-11,F001,North Borough General Hospital,Hospital,D01,North Borough,335,81,23,22,64,27,9,3,0.8173,N,661.2,0,78.4,25.7
2025-04-11,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,182,0,0,0,0,28,0,6,0.0,N,76.4,0,82.0,24.1
2025-04-11,F003,East River Medical Center,Hospital,D02,East River,387,110,28,28,70,26,10,0,0.8053,N,863.4,0,76.7,33.2
2025-04-11,F004,Riverside Urgent Care,Urgent Care,D02,East River,206,89,5,5,59,21,21,1,0.5096,N,251.5,0,76.4,33.9
2025-04-11,F005,Central City Health Campus,Hospital,D03,Central City,515,133,45,41,62,36,4,11,0.7787,N,1163.6,0,76.9,30.7
2025-04-11,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,183,0,0,0,0,29,0,8,0.0,N,76.9,0,80.2,31.5
2025-04-11,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,349,90,31,28,78,29,22,4,0.7839,N,765.5,0,75.6,27.6
2025-04-11,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,160,0,0,0,0,21,0,1,0.0,N,67.2,0,82.0,19.6
2025-04-11,F009,West Hills Hospital,Hospital,D05,West Hills,259,74,25,23,70,24,18,1,0.7428,N,564.8,0,84.6,22.6
2025-04-11,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,152,64,4,4,54,22,20,3,0.5379,N,185.6,0,78.6,22.0
2025-04-12,F001,North Borough General Hospital,Hospital,D01,North Borough,311,69,21,21,60,28,5,4,0.7803,N,628.6,0,78.5,25.7
2025-04-12,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,143,0,0,0,0,24,0,2,0.0,N,60.1,0,78.6,23.5
2025-04-12,F003,East River Medical Center,Hospital,D02,East River,379,95,30,27,65,29,5,3,0.7748,N,852.7,0,78.1,33.0
2025-04-12,F004,Riverside Urgent Care,Urgent Care,D02,East River,183,79,4,4,60,27,22,7,0.3706,N,225.3,0,79.8,38.5
2025-04-12,F005,Central City Health Campus,Hospital,D03,Central City,411,106,30,30,61,27,3,2,0.8173,N,1020.8,0,71.5,28.8
2025-04-12,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,181,0,0,0,0,14,0,-7,0.0,N,76.0,0,86.1,26.0
2025-04-12,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,305,77,18,19,57,33,1,8,0.8035,N,676.9,0,75.3,22.6
2025-04-12,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,147,0,0,0,0,21,0,1,0.0,N,61.7,0,85.2,21.5
2025-04-12,F009,West Hills Hospital,Hospital,D05,West Hills,223,50,16,16,49,26,-3,3,0.7471,N,486.1,0,78.1,16.6
2025-04-12,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,127,54,2,2,47,19,13,0,0.4004,N,154.3,0,80.7,16.5
2025-04-13,F001,North Borough General Hospital,Hospital,D01,North Borough,317,98,23,22,70,29,15,5,0.8164,N,667.5,0,76.8,28.0
2025-04-13,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,124,0,0,0,0,17,0,-5,0.0,N,52.1,0,84.5,21.7
2025-04-13,F003,East River Medical Center,Hospital,D02,East River,377,123,38,34,72,32,12,6,0.8792,N,910.2,9.8,74.1,39.4
2025-04-13,F004,Riverside Urgent Care,Urgent Care,D02,East River,180,77,3,3,60,23,22,3,0.5023,N,217.8,0,75.5,37.3
2025-04-13,F005,Central City Health Campus,Hospital,D03,Central City,448,148,39,41,60,25,2,0,0.7805,N,1117.0,0,80.7,24.0
2025-04-13,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,155,0,0,0,0,24,0,3,0.0,N,65.1,0,83.1,27.7
2025-04-13,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,281,85,26,26,58,29,2,4,0.8474,N,703.3,5.8,76.4,22.7
2025-04-13,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,127,0,0,0,0,27,0,7,0.0,N,53.3,0,85.2,21.9
2025-04-13,F009,West Hills Hospital,Hospital,D05,West Hills,208,53,17,17,61,23,9,0,0.7613,N,484.8,0,81.3,18.2
2025-04-13,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,118,53,2,2,47,19,13,0,0.5225,N,148.4,0,85.5,19.5
2025-04-14,F001,North Borough General Hospital,Hospital,D01,North Borough,426,131,47,48,83,26,28,2,0.9004,Y,854.8,16.1,74.0,27.4
2025-04-14,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,201,0,0,0,0,22,0,0,0.0,N,84.4,0,84.7,21.6
2025-04-14,F003,East River Medical Center,Hospital,D02,East River,433,132,45,43,76,35,16,9,0.8264,N,977.5,2.0,78.3,40.3
2025-04-14,F004,Riverside Urgent Care,Urgent Care,D02,East River,266,109,7,7,74,26,36,6,0.5648,N,311.5,0,77.9,42.5
2025-04-14,F005,Central City Health Campus,Hospital,D03,Central City,557,176,53,50,86,28,28,3,0.8612,N,1259.5,11.3,73.3,34.5
2025-04-14,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,226,0,0,0,0,25,0,4,0.0,N,94.9,0,85.9,30.8
2025-04-14,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,442,149,52,50,78,33,22,8,0.8598,N,956.6,8.8,79.6,27.8
2025-04-14,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,186,0,0,0,0,35,0,15,0.0,N,78.1,0,79.8,29.0
2025-04-14,F009,West Hills Hospital,Hospital,D05,West Hills,333,77,24,25,79,24,27,1,0.8479,N,604.3,4.7,77.6,24.4
2025-04-14,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,150,59,2,2,47,19,13,0,0.4926,N,171.8,0,80.6,20.9
2025-04-15,F001,North Borough General Hospital,Hospital,D01,North Borough,357,118,33,29,75,35,20,11,0.8243,N,748.5,0.8,71.7,32.1
2025-04-15,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,181,0,0,0,0,25,0,3,0.0,N,76.0,0,84.2,21.5
2025-04-15,F003,East River Medical Center,Hospital,D02,East River,481,121,33,30,60,37,0,11,0.8305,N,945.5,3.1,72.6,33.6
2025-04-15,F004,Riverside Urgent Care,Urgent Care,D02,East River,201,85,5,5,73,29,35,9,0.4473,N,244.9,0,76.0,40.1
2025-04-15,F005,Central City Health Campus,Hospital,D03,Central City,551,167,44,42,71,30,13,5,0.7483,N,1211.7,0,71.5,32.2
2025-04-15,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,179,0,0,0,0,21,0,0,0.0,N,75.2,0,78.7,26.4
2025-04-15,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,368,95,27,26,68,36,12,11,0.7983,N,764.6,0,75.0,27.1
2025-04-15,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,154,0,0,0,0,24,0,4,0.0,N,64.7,0,79.3,21.5
2025-04-15,F009,West Hills Hospital,Hospital,D05,West Hills,244,78,19,17,69,32,17,9,0.7861,N,536.3,0,79.1,24.9
2025-04-15,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,154,67,4,4,48,21,14,2,0.4684,N,189.5,0,82.1,23.3
2025-04-16,F001,North Borough General Hospital,Hospital,D01,North Borough,301,81,27,24,61,29,6,5,0.7868,N,658.5,0,77.7,25.6
2025-04-16,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,165,0,0,0,0,20,0,-2,0.0,N,69.3,0,83.5,23.3
2025-04-16,F003,East River Medical Center,Hospital,D02,East River,449,144,51,48,91,35,31,9,0.8417,N,1021.8,4.7,71.1,41.6
2025-04-16,F004,Riverside Urgent Care,Urgent Care,D02,East River,220,86,6,6,62,21,24,1,0.4461,N,260.3,0,80.0,36.6
2025-04-16,F005,Central City Health Campus,Hospital,D03,Central City,449,120,29,25,74,27,16,2,0.7817,N,1051.0,0,82.8,33.0
2025-04-16,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,180,0,0,0,0,27,0,6,0.0,N,75.6,0,81.7,30.0
2025-04-16,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,352,115,29,28,77,27,21,2,0.8286,N,782.9,2.1,78.3,25.1
2025-04-16,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,141,0,0,0,0,24,0,4,0.0,N,59.2,0,84.2,23.5
2025-04-16,F009,West Hills Hospital,Hospital,D05,West Hills,236,64,16,15,43,26,-9,3,0.8556,N,506.6,3.8,81.6,17.8
2025-04-16,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,165,63,2,2,59,26,25,7,0.4897,N,183.8,0,77.8,29.8
2025-04-17,F001,North Borough General Hospital,Hospital,D01,North Borough,277,69,23,20,59,27,4,3,0.7636,N,617.9,0,74.9,23.5
2025-04-17,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,173,0,0,0,0,23,0,1,0.0,N,72.7,0,81.8,21.6
2025-04-17,F003,East River Medical Center,Hospital,D02,East River,498,135,34,31,86,34,26,8,0.842,N,972.2,6.2,72.8,40.3
2025-04-17,F004,Riverside Urgent Care,Urgent Care,D02,East River,204,85,6,6,51,18,13,-2,0.4859,N,250.5,0,79.9,32.1
2025-04-17,F005,Central City Health Campus,Hospital,D03,Central City,468,139,49,43,63,34,5,9,0.7428,N,1159.5,0,76.6,30.8
2025-04-17,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,187,0,0,0,0,19,0,-2,0.0,N,78.5,0,86.1,27.2
2025-04-17,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,359,120,37,38,87,35,31,10,0.8555,N,823.5,8.2,77.6,34.4
2025-04-17,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,151,0,0,0,0,35,0,15,0.0,N,63.4,0,84.6,23.2
2025-04-17,F009,West Hills Hospital,Hospital,D05,West Hills,258,84,29,29,67,24,15,1,0.788,N,589.7,0,80.3,18.7
2025-04-17,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,125,56,2,2,47,22,13,3,0.6037,N,155.1,0,80.6,23.3
2025-04-18,F001,North Borough General Hospital,Hospital,D01,North Borough,331,79,19,17,69,27,14,3,0.7408,N,641.1,0,79.9,25.0
2025-04-18,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,159,0,0,0,0,28,0,6,0.0,N,66.8,0,86.0,23.9
2025-04-18,F003,East River Medical Center,Hospital,D02,East River,404,104,31,28,75,31,15,5,0.8435,N,879.0,6.5,72.3,36.3
2025-04-18,F004,Riverside Urgent Care,Urgent Care,D02,East River,198,83,4,4,40,27,2,7,0.3188,N,237.3,0,80.1,34.9
2025-04-18,F005,Central City Health Campus,Hospital,D03,Central City,565,186,50,49,85,33,27,8,0.8695,N,1261.5,19.7,73.6,35.0
2025-04-18,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,195,0,0,0,0,25,0,4,0.0,N,81.9,0,82.2,28.1
2025-04-18,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,359,120,42,38,76,19,20,-6,0.8532,N,843.5,8.2,75.0,25.1
2025-04-18,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,155,0,0,0,0,26,0,6,0.0,N,65.1,0,81.0,22.5
2025-04-18,F009,West Hills Hospital,Hospital,D05,West Hills,273,73,17,16,60,23,8,0,0.9049,Y,539.5,10.4,76.0,21.6
2025-04-18,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,129,52,4,4,49,26,15,7,0.3793,N,161.5,0,75.0,24.7
2025-04-19,F001,North Borough General Hospital,Hospital,D01,North Borough,252,85,22,19,57,28,2,4,0.8235,N,615.4,0.5,71.6,23.8
2025-04-19,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,154,0,0,0,0,29,0,7,0.0,N,64.7,0,79.5,26.4
2025-04-19,F003,East River Medical Center,Hospital,D02,East River,306,97,29,30,69,28,9,2,0.7768,N,810.5,0,76.3,32.8
2025-04-19,F004,Riverside Urgent Care,Urgent Care,D02,East River,171,76,3,3,59,24,21,4,0.5407,N,211.8,0,83.4,35.0
2025-04-19,F005,Central City Health Campus,Hospital,D03,Central City,407,90,24,24,63,28,5,3,0.7976,N,979.4,0,72.6,28.9
2025-04-19,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,136,0,0,0,0,18,0,-3,0.0,N,57.1,0,87.1,25.6
2025-04-19,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,348,84,25,27,64,29,8,4,0.8454,N,735.2,5.1,74.0,21.7
2025-04-19,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,113,0,0,0,0,17,0,-3,0.0,N,47.5,0,80.5,18.9
2025-04-19,F009,West Hills Hospital,Hospital,D05,West Hills,193,47,14,13,45,27,-7,4,0.7775,N,458.8,0,78.4,16.7
2025-04-19,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,92,43,1,1,49,15,15,-4,0.3926,N,120.7,0,82.3,23.6
2025-04-20,F001,North Borough General Hospital,Hospital,D01,North Borough,277,62,16,14,55,25,0,1,0.7586,N,583.2,0,78.5,23.8
2025-04-20,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,134,0,0,0,0,31,0,9,0.0,N,56.3,0,80.3,25.7
2025-04-20,F003,East River Medical Center,Hospital,D02,East River,344,104,28,29,66,28,6,2,0.785,N,834.0,0,72.0,32.0
2025-04-20,F004,Riverside Urgent Care,Urgent Care,D02,East River,176,71,2,2,53,27,15,7,0.4495,N,205.8,0,74.7,36.8
2025-04-20,F005,Central City Health Campus,Hospital,D03,Central City,420,128,44,44,70,23,12,-2,0.7362,N,1102.6,0,76.7,28.8
2025-04-20,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,163,0,0,0,0,24,0,3,0.0,N,68.5,0,83.7,27.4
2025-04-20,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,311,82,20,21,68,24,12,-1,0.7836,N,693.0,0,78.7,20.7
2025-04-20,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,137,0,0,0,0,19,0,-1,0.0,N,57.5,0,87.3,20.5
2025-04-20,F009,West Hills Hospital,Hospital,D05,West Hills,218,57,19,19,58,23,6,0,0.7912,N,502.0,0,78.7,18.2
2025-04-20,F010,Hillcrest Urgent Care,Urgent Care,D05,West Hills,105,46,2,2,42,17,8,-2,0.4694,N,134.7,0,78.9,20.9
2025-04-21,F001,North Borough General Hospital,Hospital,D01,North Borough,333,110,28,26,79,30,24,6,0.8306,N,707.6,1.5,75.3,28.4
2025-04-21,F002,Northgate Community Clinic,Community Clinic,D01,North Borough,193,0,0,0,0,23,0,1,0.0,N,81.1,0,85.6,25.7
2025-04-21,F003,East River Medical Center,Hospital,D02,East River,455,143,39,40,93,27,33,1,0.8327,N,976.1,3.1,74.5,38.2
2025-04-21,F004,Riverside Urgent Care,Urgent Care,D02,East River,231,95,6,6,43,23,5,3,0.4661,N,274.9,0,80.7,32.8
2025-04-21,F005,Central City Health Campus,Hospital,D03,Central City,592,199,69,67,77,35,19,10,0.7981,N,1364.7,0,74.8,34.9
2025-04-21,F006,Downtown Preventive Health Center,Community Clinic,D03,Central City,229,0,0,0,0,34,0,13,0.0,N,96.2,0,80.2,31.2
2025-04-21,F007,South Lakes Regional Hospital,Hospital,D04,South Lakes,444,126,43,40,88,33,32,8,0.854,N,899.9,7.4,72.5,29.0
2025-04-21,F008,Lakeview Community Clinic,Community Clinic,D04,South Lakes,187,0,0,0,0,23,0,3,0.0,N,78.5,0,78.7,18.8
