week_start_date,district_id,district_name,age_group,eligible_population,appointments_booked,missed_appointments,walk_in_visits,doses_administered,completion_rate,immunization_no_show_rate,deprivation_index,elderly_pct
2025-05-19,D02,East River,75+,5927,349,26,44,367,0.0619,0.0745,0.58,0.119
2025-05-19,D03,Central City,0-4,7930,346,31,34,349,0.044,0.0896,0.49,0.101
2025-05-19,D03,Central City,5-17,19564,539,43,45,541,0.0277,0.0798,0.49,0.101
2025-05-19,D03,Central City,18-44,48144,1325,96,130,1359,0.0282,0.0725,0.49,0.101
2025-05-19,D03,Central City,45-64,37754,1345,126,118,1337,0.0354,0.0937,0.49,0.101
2025-05-19,D03,Central City,65-74,11425,705,63,93,735,0.0643,0.0894,0.49,0.101
2025-05-19,D03,Central City,75+,7802,410,36,34,408,0.0523,0.0878,0.49,0.101
2025-05-19,D04,South Lakes,0-4,4113,137,8,15,144,0.035,0.0584,0.32,0.173
2025-05-19,D04,South Lakes,5-17,9987,380,25,55,410,0.0411,0.0658,0.32,0.173
2025-05-19,D04,South Lakes,18-44,33184,1301,106,99,1294,0.039,0.0815,0.32,0.173
2025-05-19,D04,South Lakes,45-64,21906,623,45,59,637,0.0291,0.0722,0.32,0.173
2025-05-19,D04,South Lakes,65-74,6465,366,32,53,387,0.0599,0.0874,0.32,0.173
2025-05-19,D04,South Lakes,75+,5459,281,16,25,290,0.0531,0.0569,0.32,0.173
2025-05-19,D05,West Hills,0-4,4413,125,10,15,130,0.0295,0.08,0.26,0.184
2025-05-19,D05,West Hills,5-17,8579,320,25,42,337,0.0393,0.0781,0.26,0.184
2025-05-19,D05,West Hills,18-44,27540,1219,65,154,1308,0.0475,0.0533,0.26,0.184
2025-05-19,D05,West Hills,45-64,19365,854,66,127,915,0.0473,0.0773,0.26,0.184
2025-05-19,D05,West Hills,65-74,6155,382,25,43,400,0.065,0.0654,0.26,0.184
2025-05-19,D05,West Hills,75+,3992,194,11,15,198,0.0496,0.0567,0.26,0.184
2025-05-26,D01,North Borough,0-4,5748,155,11,15,159,0.0277,0.071,0.37,0.142
2025-05-26,D01,North Borough,5-17,12675,565,48,52,569,0.0449,0.085,0.37,0.142
2025-05-26,D01,North Borough,18-44,34726,1408,118,181,1471,0.0424,0.0838,0.37,0.142
2025-05-26,D01,North Borough,45-64,17768,536,35,69,570,0.0321,0.0653,0.37,0.142
2025-05-26,D01,North Borough,65-74,8050,397,27,56,426,0.0529,0.068,0.37,0.142
2025-05-26,D01,North Borough,75+,4827,236,11,31,256,0.053,0.0466,0.37,0.142
2025-05-26,D02,East River,0-4,6170,185,16,20,189,0.0306,0.0865,0.58,0.119
2025-05-26,D02,East River,5-17,13585,465,45,43,463,0.0341,0.0968,0.58,0.119
2025-05-26,D02,East River,18-44,44944,1406,129,118,1395,0.031,0.0917,0.58,0.119
2025-05-26,D02,East River,45-64,28209,878,73,112,917,0.0325,0.0831,0.58,0.119
2025-05-26,D02,East River,65-74,10379,581,59,54,576,0.0555,0.1015,0.58,0.119
2025-05-26,D02,East River,75+,6185,308,22,34,320,0.0517,0.0714,0.58,0.119
2025-05-26,D03,Central City,0-4,8976,277,26,30,281,0.0313,0.0939,0.49,0.101
2025-05-26,D03,Central City,5-17,18448,642,61,68,649,0.0352,0.095,0.49,0.101
2025-05-26,D03,Central City,18-44,61600,1947,174,179,1952,0.0317,0.0894,0.49,0.101
2025-05-26,D03,Central City,45-64,34601,1224,100,179,1303,0.0377,0.0817,0.49,0.101
2025-05-26,D03,Central City,65-74,15021,726,57,54,723,0.0481,0.0785,0.49,0.101
2025-05-26,D03,Central City,75+,9929,408,35,47,420,0.0423,0.0858,0.49,0.101
2025-05-26,D04,South Lakes,0-4,4533,197,13,28,212,0.0468,0.066,0.32,0.173
2025-05-26,D04,South Lakes,5-17,12063,399,28,28,399,0.0331,0.0702,0.32,0.173
2025-05-26,D04,South Lakes,18-44,34751,1539,112,143,1570,0.0452,0.0728,0.32,0.173
2025-05-26,D04,South Lakes,45-64,17575,621,39,62,644,0.0366,0.0628,0.32,0.173
2025-05-26,D04,South Lakes,65-74,6641,328,28,30,330,0.0497,0.0854,0.32,0.173
2025-05-26,D04,South Lakes,75+,5702,324,23,27,328,0.0575,0.071,0.32,0.173
2025-05-26,D05,West Hills,0-4,3348,95,6,7,96,0.0287,0.0632,0.26,0.184
2025-05-26,D05,West Hills,5-17,9026,341,30,38,349,0.0387,0.088,0.26,0.184
2025-05-26,D05,West Hills,18-44,24325,1073,66,126,1133,0.0466,0.0615,0.26,0.184
2025-05-26,D05,West Hills,45-64,18654,584,38,86,632,0.0339,0.0651,0.26,0.184
2025-05-26,D05,West Hills,65-74,5977,323,28,35,330,0.0552,0.0867,0.26,0.184
2025-05-26,D05,West Hills,75+,3604,163,8,12,167,0.0463,0.0491,0.26,0.184
2025-06-02,D01,North Borough,0-4,4893,144,8,12,148,0.0302,0.0556,0.37,0.142
2025-06-02,D01,North Borough,5-17,10765,459,25,58,492,0.0457,0.0545,0.37,0.142
2025-06-02,D01,North Borough,18-44,32603,1141,81,103,1163,0.0357,0.071,0.37,0.142
2025-06-02,D01,North Borough,45-64,22099,739,62,73,750,0.0339,0.0839,0.37,0.142
2025-06-02,D01,North Borough,65-74,6471,360,28,51,383,0.0592,0.0778,0.37,0.142
2025-06-02,D01,North Borough,75+,5312,324,19,43,348,0.0655,0.0586,0.37,0.142
2025-06-02,D02,East River,0-4,6664,254,19,21,256,0.0384,0.0748,0.58,0.119
2025-06-02,D02,East River,5-17,16296,445,41,31,435,0.0267,0.0921,0.58,0.119
2025-06-02,D02,East River,18-44,38563,1567,136,215,1646,0.0427,0.0868,0.58,0.119
2025-06-02,D02,East River,45-64,30156,1059,88,74,1045,0.0347,0.0831,0.58,0.119
2025-06-02,D02,East River,65-74,9823,393,33,43,403,0.041,0.084,0.58,0.119
2025-06-02,D02,East River,75+,6050,308,26,29,311,0.0514,0.0844,0.58,0.119
2025-06-02,D03,Central City,0-4,9450,250,21,30,259,0.0274,0.084,0.49,0.101
2025-06-02,D03,Central City,5-17,20555,560,43,64,581,0.0283,0.0768,0.49,0.101
2025-06-02,D03,Central City,18-44,56959,1662,137,180,1705,0.0299,0.0824,0.49,0.101
2025-06-02,D03,Central City,45-64,42106,1237,116,171,1292,0.0307,0.0938,0.49,0.101
2025-06-02,D03,Central City,65-74,14329,551,47,67,571,0.0398,0.0853,0.49,0.101
2025-06-02,D03,Central City,75+,8416,453,39,35,449,0.0534,0.0861,0.49,0.101
2025-06-02,D04,South Lakes,0-4,4487,131,10,12,133,0.0296,0.0763,0.32,0.173
2025-06-02,D04,South Lakes,5-17,11147,349,24,32,357,0.032,0.0688,0.32,0.173
2025-06-02,D04,South Lakes,18-44,25223,802,55,82,829,0.0329,0.0686,0.32,0.173
2025-06-02,D04,South Lakes,45-64,17940,726,46,62,742,0.0414,0.0634,0.32,0.173
2025-06-02,D04,South Lakes,65-74,7429,423,26,50,447,0.0602,0.0615,0.32,0.173
2025-06-02,D04,South Lakes,75+,4221,230,18,30,242,0.0573,0.0783,0.32,0.173
2025-06-02,D05,West Hills,0-4,3760,124,10,9,123,0.0327,0.0806,0.26,0.184
2025-06-02,D05,West Hills,5-17,11737,317,25,26,318,0.0271,0.0789,0.26,0.184
2025-06-02,D05,West Hills,18-44,20932,741,44,89,786,0.0376,0.0594,0.26,0.184
2025-06-02,D05,West Hills,45-64,18207,554,39,48,563,0.0309,0.0704,0.26,0.184
2025-06-02,D05,West Hills,65-74,6375,330,21,39,348,0.0546,0.0636,0.26,0.184
2025-06-02,D05,West Hills,75+,3861,204,17,29,216,0.0559,0.0833,0.26,0.184
2025-06-09,D01,North Borough,0-4,5140,156,11,11,156,0.0304,0.0705,0.37,0.142
2025-06-09,D01,North Borough,5-17,12959,474,32,43,485,0.0374,0.0675,0.37,0.142
2025-06-09,D01,North Borough,18-44,33141,1434,120,124,1438,0.0434,0.0837,0.37,0.142
2025-06-09,D01,North Borough,45-64,21383,578,46,74,606,0.0283,0.0796,0.37,0.142
2025-06-09,D01,North Borough,65-74,6544,284,20,27,291,0.0445,0.0704,0.37,0.142
2025-06-09,D01,North Borough,75+,5536,254,18,20,256,0.0462,0.0709,0.37,0.142
2025-06-09,D02,East River,0-4,5804,239,23,33,249,0.0429,0.0962,0.58,0.119
2025-06-09,D02,East River,5-17,15445,387,36,39,390,0.0253,0.093,0.58,0.119
2025-06-09,D02,East River,18-44,40478,1547,123,188,1612,0.0398,0.0795,0.58,0.119
2025-06-09,D02,East River,45-64,26406,1065,96,143,1112,0.0421,0.0901,0.58,0.119
2025-06-09,D02,East River,65-74,8782,469,37,65,497,0.0566,0.0789,0.58,0.119
2025-06-09,D02,East River,75+,7450,303,21,31,313,0.042,0.0693,0.58,0.119
2025-06-09,D03,Central City,0-4,7693,308,26,31,313,0.0407,0.0844,0.49,0.101
2025-06-09,D03,Central City,5-17,24028,797,66,101,832,0.0346,0.0828,0.49,0.101
2025-06-09,D03,Central City,18-44,61149,1560,136,115,1539,0.0252,0.0872,0.49,0.101
2025-06-09,D03,Central City,45-64,35546,1445,86,207,1566,0.0441,0.0595,0.49,0.101
2025-06-09,D03,Central City,65-74,12293,553,51,39,541,0.044,0.0922,0.49,0.101
2025-06-09,D03,Central City,75+,8726,331,24,46,353,0.0405,0.0725,0.49,0.101
2025-06-09,D04,South Lakes,0-4,4581,151,10,18,159,0.0347,0.0662,0.32,0.173
2025-06-09,D04,South Lakes,5-17,10112,381,29,27,379,0.0375,0.0761,0.32,0.173
2025-06-09,D04,South Lakes,18-44,32144,1363,84,195,1474,0.0459,0.0616,0.32,0.173
2025-06-09,D04,South Lakes,45-64,20827,561,44,74,591,0.0284,0.0784,0.32,0.173
2025-06-09,D04,South Lakes,65-74,8099,465,38,57,484,0.0598,0.0817,0.32,0.173
2025-06-09,D04,South Lakes,75+,5236,283,23,20,280,0.0535,0.0813,0.32,0.173
2025-06-09,D05,West Hills,0-4,4211,123,6,16,133,0.0316,0.0488,0.26,0.184
2025-06-09,D05,West Hills,5-17,10025,410,35,52,427,0.0426,0.0854,0.26,0.184
2025-06-09,D05,West Hills,18-44,29455,1252,105,180,1327,0.0451,0.0839,0.26,0.184
2025-06-09,D05,West Hills,45-64,19408,643,43,59,659,0.034,0.0669,0.26,0.184
2025-06-09,D05,West Hills,65-74,5749,250,18,19,251,0.0437,0.072,0.26,0.184
2025-06-09,D05,West Hills,75+,3852,144,7,18,155,0.0402,0.0486,0.26,0.184
2025-06-16,D01,North Borough,0-4,5665,163,10,18,171,0.0302,0.0613,0.37,0.142
2025-06-16,D01,North Borough,5-17,10731,362,36,48,374,0.0349,0.0994,0.37,0.142
2025-06-16,D01,North Borough,18-44,32083,860,79,126,907,0.0283,0.0919,0.37,0.142
2025-06-16,D01,North Borough,45-64,24377,796,46,79,829,0.034,0.0578,0.37,0.142
2025-06-16,D01,North Borough,65-74,8911,347,25,49,371,0.0416,0.072,0.37,0.142
2025-06-16,D01,North Borough,75+,4487,228,16,24,236,0.0526,0.0702,0.37,0.142
2025-06-16,D02,East River,0-4,5256,181,17,19,183,0.0348,0.0939,0.58,0.119
2025-06-16,D02,East River,5-17,16111,527,35,62,554,0.0344,0.0664,0.58,0.119
2025-06-16,D02,East River,18-44,32184,839,54,71,856,0.0266,0.0644,0.58,0.119
2025-06-16,D02,East River,45-64,22874,719,68,95,746,0.0326,0.0946,0.58,0.119
2025-06-16,D02,East River,65-74,8546,389,35,40,394,0.0461,0.09,0.58,0.119
2025-06-16,D02,East River,75+,5617,254,26,25,253,0.045,0.1024,0.58,0.119
2025-06-16,D03,Central City,0-4,7307,290,22,40,308,0.0422,0.0759,0.49,0.101
2025-06-16,D03,Central City,5-17,18162,532,57,66,541,0.0298,0.1071,0.49,0.101
2025-06-16,D03,Central City,18-44,48046,1244,102,115,1257,0.0262,0.082,0.49,0.101
2025-06-16,D03,Central City,45-64,31582,874,76,82,880,0.0279,0.087,0.49,0.101
2025-06-16,D03,Central City,65-74,12160,594,46,78,626,0.0515,0.0774,0.49,0.101
2025-06-16,D03,Central City,75+,8402,304,31,23,296,0.0352,0.102,0.49,0.101
2025-06-16,D04,South Lakes,0-4,4776,187,15,26,198,0.0415,0.0802,0.32,0.173
2025-06-16,D04,South Lakes,5-17,13046,377,26,36,387,0.0297,0.069,0.32,0.173
2025-06-16,D04,South Lakes,18-44,32505,907,76,84,915,0.0281,0.0838,0.32,0.173
2025-06-16,D04,South Lakes,45-64,17519,713,51,92,754,0.043,0.0715,0.32,0.173
2025-06-16,D04,South Lakes,65-74,8111,318,22,31,327,0.0403,0.0692,0.32,0.173
2025-06-16,D04,South Lakes,75+,4584,196,14,21,203,0.0443,0.0714,0.32,0.173
2025-06-16,D05,West Hills,0-4,3404,146,11,18,153,0.0449,0.0753,0.26,0.184
2025-06-16,D05,West Hills,5-17,9707,284,15,39,308,0.0317,0.0528,0.26,0.184
2025-06-16,D05,West Hills,18-44,22474,936,69,120,987,0.0439,0.0737,0.26,0.184
2025-06-16,D05,West Hills,45-64,14837,574,43,61,592,0.0399,0.0749,0.26,0.184
2025-06-16,D05,West Hills,65-74,6204,335,25,43,353,0.0569,0.0746,0.26,0.184
2025-06-16,D05,West Hills,75+,4039,203,14,15,204,0.0505,0.069,0.26,0.184
2025-06-23,D01,North Borough,0-4,4259,136,11,15,140,0.0329,0.0809,0.37,0.142
2025-06-23,D01,North Borough,5-17,11807,395,30,38,403,0.0341,0.0759,0.37,0.142
2025-06-23,D01,North Borough,18-44,37330,1184,86,92,1190,0.0319,0.0726,0.37,0.142
2025-06-23,D01,North Borough,45-64,24926,984,77,131,1038,0.0416,0.0783,0.37,0.142
2025-06-23,D01,North Borough,65-74,8870,470,38,60,492,0.0555,0.0809,0.37,0.142
2025-06-23,D01,North Borough,75+,5734,329,23,39,345,0.0602,0.0699,0.37,0.142
2025-06-23,D02,East River,0-4,5805,168,17,12,163,0.0281,0.1012,0.58,0.119
2025-06-23,D02,East River,5-17,16061,412,30,45,427,0.0266,0.0728,0.58,0.119
2025-06-23,D02,East River,18-44,32208,1100,106,84,1078,0.0335,0.0964,0.58,0.119
2025-06-23,D02,East River,45-64,24958,895,91,108,912,0.0365,0.1017,0.58,0.119
2025-06-23,D02,East River,65-74,10386,582,49,75,608,0.0585,0.0842,0.58,0.119
2025-06-23,D02,East River,75+,5858,332,25,29,336,0.0574,0.0753,0.58,0.119
2025-06-23,D03,Central City,0-4,8902,258,22,23,259,0.0291,0.0853,0.49,0.101
2025-06-23,D03,Central City,5-17,21527,759,72,110,797,0.037,0.0949,0.49,0.101
2025-06-23,D03,Central City,18-44,59404,2105,169,169,2105,0.0354,0.0803,0.49,0.101
2025-06-23,D03,Central City,45-64,30607,1123,78,158,1203,0.0393,0.0695,0.49,0.101
2025-06-23,D03,Central City,65-74,11745,475,40,45,480,0.0409,0.0842,0.49,0.101
2025-06-23,D03,Central City,75+,8697,435,34,36,437,0.0502,0.0782,0.49,0.101
2025-06-23,D04,South Lakes,0-4,4857,207,13,28,222,0.0457,0.0628,0.32,0.173
2025-06-23,D04,South Lakes,5-17,12706,487,33,36,490,0.0386,0.0678,0.32,0.173
2025-06-23,D04,South Lakes,18-44,32680,1234,86,120,1268,0.0388,0.0697,0.32,0.173
2025-06-23,D04,South Lakes,45-64,19182,702,55,65,712,0.0371,0.0783,0.32,0.173
2025-06-23,D04,South Lakes,65-74,8039,481,30,58,509,0.0633,0.0624,0.32,0.173
2025-06-23,D04,South Lakes,75+,4877,290,24,28,294,0.0603,0.0828,0.32,0.173
2025-06-23,D05,West Hills,0-4,3599,111,6,7,112,0.0311,0.0541,0.26,0.184
2025-06-23,D05,West Hills,5-17,10698,293,23,42,312,0.0292,0.0785,0.26,0.184
2025-06-23,D05,West Hills,18-44,21456,753,43,69,779,0.0363,0.0571,0.26,0.184
2025-06-23,D05,West Hills,45-64,14190,395,34,47,408,0.0288,0.0861,0.26,0.184
2025-06-23,D05,West Hills,65-74,5528,300,21,34,313,0.0566,0.07,0.26,0.184
2025-06-23,D05,West Hills,75+,4269,233,13,23,243,0.0569,0.0558,0.26,0.184
2025-06-30,D01,North Borough,0-4,4883,195,18,22,199,0.0408,0.0923,0.37,0.142
2025-06-30,D01,North Borough,5-17,11828,416,31,46,431,0.0364,0.0745,0.37,0.142
2025-06-30,D01,North Borough,18-44,33874,1354,104,152,1402,0.0414,0.0768,0.37,0.142
2025-06-30,D01,North Borough,45-64,23246,945,69,66,942,0.0405,0.073,0.37,0.142
2025-06-30,D01,North Borough,65-74,8620,381,19,51,413,0.0479,0.0499,0.37,0.142
2025-06-30,D01,North Borough,75+,5092,207,16,21,212,0.0416,0.0773,0.37,0.142
2025-06-30,D02,East River,0-4,6903,233,18,25,240,0.0348,0.0773,0.58,0.119
2025-06-30,D02,East River,5-17,13026,319,30,40,329,0.0253,0.094,0.58,0.119
2025-06-30,D02,East River,18-44,38882,1230,90,133,1273,0.0327,0.0732,0.58,0.119
2025-06-30,D02,East River,45-64,26022,796,86,108,818,0.0314,0.108,0.58,0.119
2025-06-30,D02,East River,65-74,9089,463,35,50,478,0.0526,0.0756,0.58,0.119
2025-06-30,D02,East River,75+,6824,291,25,30,296,0.0434,0.0859,0.58,0.119
2025-06-30,D03,Central City,0-4,7688,292,21,34,305,0.0397,0.0719,0.49,0.101
2025-06-30,D03,Central City,5-17,21332,647,51,66,662,0.031,0.0788,0.49,0.101
2025-06-30,D03,Central City,18-44,63539,2010,204,224,2030,0.0319,0.1015,0.49,0.101
2025-06-30,D03,Central City,45-64,39962,1022,95,127,1054,0.0264,0.093,0.49,0.101
2025-06-30,D03,Central City,65-74,13020,574,45,45,574,0.0441,0.0784,0.49,0.101
2025-06-30,D03,Central City,75+,10362,561,47,51,565,0.0545,0.0838,0.49,0.101
2025-06-30,D04,South Lakes,0-4,4039,142,10,20,152,0.0376,0.0704,0.32,0.173
2025-06-30,D04,South Lakes,5-17,11445,389,32,53,410,0.0358,0.0823,0.32,0.173
2025-06-30,D04,South Lakes,18-44,30763,1318,105,109,1322,0.043,0.0797,0.32,0.173
2025-06-30,D04,South Lakes,45-64,18843,679,50,62,691,0.0367,0.0736,0.32,0.173
2025-06-30,D04,South Lakes,65-74,7167,298,25,30,303,0.0423,0.0839,0.32,0.173
2025-06-30,D04,South Lakes,75+,4942,202,18,15,199,0.0403,0.0891,0.32,0.173
2025-06-30,D05,West Hills,0-4,3635,125,9,12,128,0.0352,0.072,0.26,0.184
2025-06-30,D05,West Hills,5-17,8530,373,30,43,386,0.0453,0.0804,0.26,0.184
2025-06-30,D05,West Hills,18-44,25987,1102,84,78,1096,0.0422,0.0762,0.26,0.184
2025-06-30,D05,West Hills,45-64,15300,636,52,57,641,0.0419,0.0818,0.26,0.184
2025-06-30,D05,West Hills,65-74,5927,254,20,17,251,0.0423,0.0787,0.26,0.184
2025-06-30,D05,West Hills,75+,3508,175,11,23,187,0.0533,0.0629,0.26,0.184
