service_date,facility_id,outpatient_visits,emergency_arrivals,admissions,discharges,avg_ed_wait_minutes,avg_outpatient_wait_minutes,no_show_rate,bed_occupancy_rate,staff_hours,overtime_hours,patient_satisfaction_score,district_id,facility_type,ed_wait_variance_minutes,outpatient_wait_variance_minutes,high_occupancy_flag,access_risk_score
2025-02-14,F009,250,65,18,18,52,29,0.0737,0.7536,523.2,0,73.6,D05,Hospital,0,6,N,20.6
2025-02-14,F010,184,80,4,4,48,27,0.0636,0.5659,218.4,0,81.4,D05,Urgent Care,14,8,N,23.4
2025-02-15,F001,335,98,32,29,73,23,0.0657,0.7891,713.4,0,79.1,D01,Hospital,18,-1,N,24.8
2025-02-15,F002,160,0,0,0,0,23,0.0625,0.0,67.2,0,82.7,D01,Community Clinic,0,1,N,20.9
2025-02-15,F003,434,136,32,28,88,29,0.0647,0.8238,929.9,0.9,73.8,D02,Hospital,28,3,N,35.6
2025-02-15,F004,223,103,5,5,69,24,0.0676,0.4695,274.1,0,76.6,D02,Urgent Care,31,4,N,37.0
2025-02-15,F005,559,156,50,47,67,33,0.0847,0.8529,1229.7,11.5,79.2,D03,Hospital,9,8,N,32.9
2025-02-15,F006,204,0,0,0,0,24,0.0936,0.0,85.7,0,84.0,D03,Community Clinic,0,3,N,29.7
2025-02-15,F007,429,101,31,29,66,27,0.0589,0.8433,819.9,4.5,81.2,D04,Hospital,10,2,N,21.4
2025-02-15,F008,184,0,0,0,0,29,0.0854,0.0,77.3,0,80.0,D04,Community Clinic,0,9,N,25.5
2025-02-15,F009,294,99,30,28,83,27,0.0731,0.8643,627.8,7.7,74.2,D05,Hospital,31,4,N,26.5
2025-02-15,F010,152,69,3,3,48,23,0.0609,0.3722,186.3,0,80.0,D05,Urgent Care,14,4,N,21.3
2025-02-16,F001,310,103,33,33,67,25,0.0831,0.81,708.4,0,79.3,D01,Hospital,12,1,N,26.0
2025-02-16,F002,182,0,0,0,0,31,0.0689,0.0,76.4,0,78.9,D01,Community Clinic,0,9,N,25.3
2025-02-16,F003,473,154,54,49,93,37,0.0736,0.8856,1056.5,21.8,76.0,D02,Hospital,33,11,N,41.3
2025-02-16,F004,206,81,5,5,59,28,0.0838,0.5981,243.8,0,77.1,D02,Urgent Care,21,8,N,38.6
2025-02-16,F005,565,181,60,63,75,28,0.0927,0.8227,1296.7,1.0,76.4,D03,Hospital,17,3,N,33.4
2025-02-16,F006,179,0,0,0,0,26,0.0839,0.0,75.2,0,83.0,D03,Community Clinic,0,5,N,29.5
2025-02-16,F007,356,98,35,37,68,40,0.0537,0.7307,792.9,0,74.2,D04,Hospital,12,15,N,27.0
2025-02-16,F008,159,0,0,0,0,21,0.0665,0.0,66.8,0,83.8,D04,Community Clinic,0,1,N,19.6
2025-02-16,F009,212,57,19,20,63,28,0.064,0.829,498.8,1.3,77.3,D05,Hospital,11,5,N,21.4
2025-02-16,F010,138,58,2,2,49,22,0.0584,0.4764,164.2,0,78.2,D05,Urgent Care,15,3,N,20.8
2025-02-17,F001,477,115,31,30,68,25,0.0619,0.8365,803.6,3.3,76.8,D01,Hospital,13,1,N,23.7
2025-02-17,F002,249,0,0,0,0,35,0.0568,0.0,104.6,0,81.5,D01,Community Clinic,0,13,N,25.6
2025-02-17,F003,640,175,43,46,90,40,0.1043,0.8476,1124.2,7.6,75.0,D02,Hospital,30,14,N,45.7
2025-02-17,F004,323,148,9,9,78,24,0.0714,0.4036,387.9,0,81.3,D02,Urgent Care,40,4,N,39.5
2025-02-17,F005,752,174,61,59,78,29,0.0929,0.789,1396.9,0,81.5,D03,Hospital,20,4,N,34.5
2025-02-17,F006,237,0,0,0,0,38,0.0674,0.0,99.5,0,79.8,D03,Community Clinic,0,17,N,32.9
2025-02-17,F007,554,131,33,31,76,32,0.0829,0.8307,925.2,2.8,75.4,D04,Hospital,20,7,N,28.7
2025-02-17,F008,235,0,0,0,0,28,0.0785,0.0,98.7,0,83.4,D04,Community Clinic,0,8,N,24.2
2025-02-17,F009,348,93,24,22,75,27,0.0778,0.8329,627.8,2.5,78.7,D05,Hospital,23,4,N,25.3
2025-02-17,F010,208,89,5,5,59,23,0.0641,0.5127,244.1,0,78.1,D05,Urgent Care,25,4,N,24.1
2025-02-18,F001,416,120,37,39,76,27,0.0641,0.8583,798.8,9.4,74.6,D01,Hospital,21,3,N,26.6
2025-02-18,F002,196,0,0,0,0,24,0.0796,0.0,82.3,0,81.3,D01,Community Clinic,0,2,N,23.4
2025-02-18,F003,473,124,40,36,72,30,0.0684,0.8166,972.0,0,75.5,D02,Hospital,12,4,N,32.9
2025-02-18,F004,238,102,3,3,64,23,0.0572,0.4658,273.4,0,81.4,D02,Urgent Care,26,3,N,34.2
2025-02-18,F005,644,173,49,43,73,40,0.0823,0.7874,1288.6,0,77.6,D03,Hospital,15,15,N,37.1
2025-02-18,F006,221,0,0,0,0,20,0.0907,0.0,92.8,0,84.6,D03,Community Clinic,0,-1,N,28.0
2025-02-18,F007,469,152,42,40,75,37,0.075,0.8422,934.4,6.2,83.0,D04,Hospital,19,12,N,29.8
2025-02-18,F008,174,0,0,0,0,16,0.0594,0.0,73.1,0,86.0,D04,Community Clinic,0,-4,N,18.3
2025-02-18,F009,316,77,25,22,62,28,0.0767,0.8259,598.9,0.8,76.0,D05,Hospital,10,5,N,22.8
2025-02-18,F010,189,81,3,3,61,30,0.0607,0.4887,218.1,0,74.9,D05,Urgent Care,27,11,N,27.3
2025-02-19,F001,456,127,38,38,74,34,0.0654,0.9006,831.5,14.6,77.3,D01,Hospital,19,10,Y,29.5
2025-02-19,F002,211,0,0,0,0,27,0.0761,0.0,88.6,0,85.9,D01,Community Clinic,0,5,N,24.3
2025-02-19,F003,555,184,47,49,89,37,0.0714,0.8616,1102.0,12.1,74.7,D02,Hospital,29,11,N,40.2
2025-02-19,F004,253,112,5,5,49,29,0.0847,0.4655,299.1,0,78.5,D02,Urgent Care,11,9,N,36.9
2025-02-19,F005,653,169,41,36,85,37,0.0711,0.8621,1257.7,13.7,71.3,D03,Hospital,27,12,N,37.0
2025-02-19,F006,227,0,0,0,0,28,0.0897,0.0,95.3,0,79.8,D03,Community Clinic,0,7,N,31.1
2025-02-19,F007,475,137,39,37,77,34,0.0586,0.7738,911.4,0,74.6,D04,Hospital,21,9,N,26.9
2025-02-19,F008,212,0,0,0,0,25,0.1116,0.0,89.0,0,80.9,D04,Community Clinic,0,5,N,26.8
2025-02-19,F009,360,101,29,26,88,28,0.0595,0.8157,662.0,0,73.2,D05,Hospital,36,5,N,26.4
2025-02-19,F010,182,75,4,4,49,21,0.0535,0.4186,212.6,0,79.1,D05,Urgent Care,15,2,N,19.7
2025-02-20,F001,316,92,24,21,71,28,0.0526,0.7318,665.2,0,78.3,D01,Hospital,16,4,N,24.6
2025-02-20,F002,203,0,0,0,0,30,0.0662,0.0,85.3,0,81.4,D01,Community Clinic,0,8,N,24.5
2025-02-20,F003,442,127,36,32,79,35,0.0676,0.7969,941.8,0,77.7,D02,Hospital,19,9,N,36.6
2025-02-20,F004,288,122,9,9,75,17,0.0863,0.5451,343.9,0,74.3,D02,Urgent Care,37,-3,N,38.8
2025-02-20,F005,665,199,67,66,74,32,0.0961,0.8495,1396.8,12.0,73.7,D03,Hospital,16,7,N,35.4
2025-02-20,F006,255,0,0,0,0,31,0.0977,0.0,107.1,0,79.5,D03,Community Clinic,0,10,N,33.4
2025-02-20,F007,416,130,46,41,73,31,0.0546,0.8266,900.3,1.3,84.1,D04,Hospital,17,6,N,24.2
2025-02-20,F008,172,0,0,0,0,22,0.0754,0.0,72.2,0,81.3,D04,Community Clinic,0,2,N,21.1
2025-02-20,F009,269,82,24,21,73,23,0.066,0.7929,573.9,0,79.3,D05,Hospital,21,0,N,21.6
2025-02-20,F010,190,76,4,4,65,33,0.0691,0.4164,217.9,0,76.5,D05,Urgent Care,31,14,N,30.5
2025-02-21,F001,419,124,35,33,67,30,0.0723,0.7894,796.2,0,83.8,D01,Hospital,12,6,N,27.0
2025-02-21,F002,181,0,0,0,0,29,0.0699,0.0,76.0,0,81.3,D01,Community Clinic,0,7,N,24.5
2025-02-21,F003,595,184,51,51,91,38,0.0831,0.775,1140.0,0,76.6,D02,Hospital,31,12,N,42.5
2025-02-21,F004,274,104,5,5,69,29,0.0894,0.461,303.1,0,73.2,D02,Urgent Care,31,9,N,41.9
2025-02-21,F005,603,157,49,52,71,24,0.0688,0.8383,1250.8,7.1,78.7,D03,Hospital,13,-1,N,28.3
2025-02-21,F006,221,0,0,0,0,33,0.0783,0.0,92.8,0,83.0,D03,Community Clinic,0,12,N,31.9
2025-02-21,F007,436,98,30,30,75,34,0.0635,0.8117,816.9,0,74.4,D04,Hospital,19,9,N,27.1
2025-02-21,F008,188,0,0,0,0,33,0.0773,0.0,79.0,0,81.4,D04,Community Clinic,0,13,N,26.3
2025-02-21,F009,304,100,35,31,82,27,0.042,0.8484,654.2,5.0,80.1,D05,Hospital,30,4,N,22.5
2025-02-21,F010,181,79,4,4,39,23,0.0684,0.5527,215.8,0,79.3,D05,Urgent Care,5,4,N,20.2
2025-02-22,F001,334,92,30,27,72,24,0.0891,0.8572,699.1,7.1,78.4,D01,Hospital,17,0,N,27.4
2025-02-22,F002,194,0,0,0,0,30,0.0811,0.0,81.5,0,82.4,D01,Community Clinic,0,8,N,26.3
2025-02-22,F003,434,142,45,48,76,32,0.0714,0.7891,987.6,0,75.7,D02,Hospital,16,6,N,35.1
2025-02-22,F004,223,85,6,6,63,23,0.0668,0.3774,261.0,0,76.4,D02,Urgent Care,25,3,N,35.2
2025-02-22,F005,525,154,40,39,80,26,0.0704,0.8949,1169.0,26.8,73.7,D03,Hospital,22,1,N,30.9
2025-02-22,F006,200,0,0,0,0,26,0.0717,0.0,84.0,0,83.8,D03,Community Clinic,0,5,N,28.0
2025-02-22,F007,365,107,33,35,79,27,0.0956,0.8024,798.4,0,73.5,D04,Hospital,23,2,N,28.6
2025-02-22,F008,136,0,0,0,0,21,0.0704,0.0,57.1,0,83.8,D04,Community Clinic,0,1,N,20.1
2025-02-22,F009,253,64,16,16,60,28,0.0705,0.7368,515.9,0,74.3,D05,Hospital,8,5,N,21.6
2025-02-22,F010,154,61,4,4,54,22,0.0759,0.4649,183.8,0,84.2,D05,Urgent Care,20,3,N,24.0
2025-02-23,F001,376,88,22,23,57,34,0.0884,0.816,686.4,0,73.5,D01,Hospital,2,10,N,28.5
2025-02-23,F002,181,0,0,0,0,23,0.0585,0.0,76.0,0,85.3,D01,Community Clinic,0,1,N,20.4
2025-02-23,F003,420,106,35,36,63,35,0.0877,0.8226,905.7,0.5,72.0,D02,Hospital,3,9,N,35.5
2025-02-23,F004,222,95,6,6,54,27,0.0821,0.4395,270.0,0,75.1,D02,Urgent Care,16,7,N,36.8
2025-02-23,F005,556,178,62,56,81,30,0.0749,0.7758,1296.9,0,76.6,D03,Hospital,23,5,N,33.4
2025-02-23,F006,182,0,0,0,0,26,0.0498,0.0,76.4,0,81.7,D03,Community Clinic,0,5,N,25.4
2025-02-23,F007,372,86,30,30,83,23,0.0638,0.7931,770.3,0,75.7,D04,Hospital,27,-2,N,24.8
2025-02-23,F008,169,0,0,0,0,18,0.0681,0.0,71.0,0,82.3,D04,Community Clinic,0,-2,N,19.4
2025-02-23,F009,294,89,31,33,74,32,0.0394,0.8647,622.2,5.8,82.4,D05,Hospital,22,9,N,22.7
2025-02-23,F010,147,62,4,4,55,24,0.075,0.3997,180.9,0,82.0,D05,Urgent Care,21,5,N,25.0
2025-02-24,F001,411,122,39,41,78,32,0.075,0.8119,806.0,0,79.2,D01,Hospital,23,8,N,30.6
2025-02-24,F002,254,0,0,0,0,26,0.0657,0.0,106.7,0,85.0,D01,Community Clinic,0,4,N,22.6
2025-02-24,F003,573,186,58,61,104,30,0.0821,0.853,1157.8,7.3,71.7,D02,Hospital,44,4,N,41.6
2025-02-24,F004,332,149,4,4,88,34,0.0719,0.4551,373.8,0,75.4,D02,Urgent Care,50,14,N,46.2
2025-02-24,F005,604,194,52,56,87,29,0.0707,0.8928,1298.5,21.0,79.5,D03,Hospital,29,4,N,33.8
2025-02-24,F006,287,0,0,0,0,28,0.0862,0.0,120.5,0,79.8,D03,Community Clinic,0,7,N,30.6
2025-02-24,F007,540,157,46,44,89,34,0.0865,0.9141,994.1,20.7,74.3,D04,Hospital,33,9,Y,32.9
2025-02-24,F008,217,0,0,0,0,32,0.0659,0.0,91.1,0,85.4,D04,Community Clinic,0,12,N,24.5
2025-02-24,F009,297,78,25,24,80,32,0.0698,0.8117,589.5,0,78.5,D05,Hospital,28,9,N,27.7
2025-02-24,F010,236,111,7,7,76,30,0.0646,0.5554,288.4,0,72.5,D05,Urgent Care,42,11,N,31.0
2025-02-25,F001,390,88,30,30,80,31,0.0747,0.8504,726.1,4.6,72.5,D01,Hospital,25,7,N,30.6
2025-02-25,F002,205,0,0,0,0,31,0.0504,0.0,86.1,0,84.8,D01,Community Clinic,0,9,N,23.0
2025-02-25,F003,560,180,50,47,86,32,0.0845,0.8787,1113.0,15.9,71.6,D02,Hospital,26,6,N,38.9
2025-02-25,F004,240,108,8,8,62,27,0.0632,0.4541,300.2,0,79.2,D02,Urgent Care,24,7,N,36.3
2025-02-25,F005,653,160,46,41,60,29,0.067,0.8101,1269.2,0,75.6,D03,Hospital,2,4,N,27.4
2025-02-25,F006,209,0,0,0,0,22,0.0819,0.0,87.8,0,85.1,D03,Community Clinic,0,1,N,27.4
2025-02-25,F007,458,140,48,47,85,36,0.0657,0.871,940.9,13.2,70.4,D04,Hospital,29,11,N,30.4
2025-02-25,F008,188,0,0,0,0,26,0.0746,0.0,79.0,0,81.2,D04,Community Clinic,0,6,N,22.9
2025-02-25,F009,333,90,23,23,71,32,0.0632,0.848,612.6,4.9,67.7,D05,Hospital,19,9,N,24.9
2025-02-25,F010,177,76,4,4,67,27,0.0509,0.3728,210.8,0,76.2,D05,Urgent Care,33,8,N,26.1
2025-02-26,F001,392,89,31,33,64,27,0.0602,0.7902,732.2,0,76.3,D01,Hospital,9,3,N,23.5
2025-02-26,F002,201,0,0,0,0,27,0.0675,0.0,84.4,0,83.3,D01,Community Clinic,0,5,N,23.3
2025-02-26,F003,531,151,43,43,74,39,0.0778,0.7946,1041.5,0,74.5,D02,Hospital,14,13,N,38.6
2025-02-26,F004,285,116,5,5,64,28,0.1015,0.4573,320.5,0,78.3,D02,Urgent Care,26,8,N,41.8
2025-02-26,F005,622,147,46,44,84,38,0.1051,0.769,1239.8,0,68.5,D03,Hospital,26,13,N,41.3
2025-02-26,F006,212,0,0,0,0,17,0.0648,0.0,89.0,0,86.6,D03,Community Clinic,0,-4,N,24.9
2025-02-26,F007,416,96,28,30,68,24,0.0489,0.7897,796.0,0,77.2,D04,Hospital,12,-1,N,19.7
2025-02-26,F008,172,0,0,0,0,30,0.068,0.0,72.2,0,81.4,D04,Community Clinic,0,10,N,23.9
2025-02-26,F009,315,94,28,25,75,35,0.0684,0.815,626.5,0,72.3,D05,Hospital,23,12,N,27.8
2025-02-26,F010,194,79,3,3,52,28,0.069,0.5333,218.9,0,77.7,D05,Urgent Care,18,9,N,25.4
2025-02-27,F001,420,134,47,47,83,34,0.0645,0.8761,854.3,15.2,71.7,D01,Hospital,28,10,N,31.4
2025-02-27,F002,217,0,0,0,0,23,0.0563,0.0,91.1,0,87.8,D01,Community Clinic,0,1,N,20.2
2025-02-27,F003,426,111,28,28,82,26,0.0928,0.8293,885.8,2.3,75.1,D02,Hospital,22,0,N,36.3
2025-02-27,F004,251,98,7,7,74,30,0.0702,0.5275,292.8,0,74.0,D02,Urgent Care,36,10,N,41.1
2025-02-27,F005,668,208,57,50,86,30,0.0891,0.8551,1367.0,9.8,73.5,D03,Hospital,28,5,N,36.3
2025-02-27,F006,260,0,0,0,0,23,0.0901,0.0,109.2,0,84.3,D03,Community Clinic,0,2,N,28.9
2025-02-27,F007,437,119,35,34,74,31,0.0652,0.8218,857.4,0.4,74.3,D04,Hospital,18,6,N,25.7
2025-02-27,F008,188,0,0,0,0,24,0.0457,0.0,79.0,0,79.9,D04,Community Clinic,0,4,N,18.5
2025-02-27,F009,304,81,22,20,69,32,0.0823,0.791,584.1,0,71.6,D05,Hospital,17,9,N,26.8
2025-02-27,F010,180,80,6,6,63,24,0.0766,0.4006,224.2,0,76.4,D05,Urgent Care,29,5,N,26.9
2025-02-28,F001,411,118,40,43,75,36,0.0862,0.8825,806.1,15.2,78.3,D01,Hospital,20,12,N,33.1
2025-02-28,F002,213,0,0,0,0,26,0.074,0.0,89.5,0,79.9,D01,Community Clinic,0,4,N,23.6
2025-02-28,F003,525,172,51,45,88,36,0.083,0.9002,1090.2,18.0,79.7,D02,Hospital,28,10,Y,40.9
2025-02-28,F004,247,93,4,4,66,32,0.0999,0.4938,273.8,0,76.3,D02,Urgent Care,28,12,N,43.8
2025-02-28,F005,598,138,49,49,63,32,0.0753,0.8166,1230.0,0,76.5,D03,Hospital,5,7,N,30.4
2025-02-28,F006,229,0,0,0,0,29,0.0947,0.0,96.2,0,83.1,D03,Community Clinic,0,8,N,32.1
2025-02-28,F007,457,152,42,41,82,35,0.0836,0.8722,927.8,15.2,72.2,D04,Hospital,26,10,N,31.5
2025-02-28,F008,174,0,0,0,0,27,0.0729,0.0,73.1,0,82.6,D04,Community Clinic,0,7,N,23.1
2025-02-28,F009,297,84,28,28,49,34,0.0605,0.8066,607.1,0,72.0,D05,Hospital,-3,11,N,21.3
2025-02-28,F010,179,74,3,3,44,29,0.0565,0.4174,205.9,0,83.7,D05,Urgent Care,10,10,N,22.6
2025-03-01,F001,377,88,25,23,78,32,0.064,0.7869,699.0,0,74.9,D01,Hospital,23,8,N,29.3
2025-03-01,F002,148,0,0,0,0,29,0.0717,0.0,62.2,0,84.6,D01,Community Clinic,0,7,N,24.7
2025-03-01,F003,375,120,41,37,81,30,0.0784,0.7937,918.2,0,77.1,D02,Hospital,21,4,N,36.1
2025-03-01,F004,201,94,6,6,70,23,0.0979,0.4573,257.5,0,78.6,D02,Urgent Care,32,3,N,40.4
2025-03-01,F005,504,134,37,37,64,27,0.0981,0.7696,1126.5,0,79.7,D03,Hospital,6,2,N,31.1
2025-03-01,F006,177,0,0,0,0,35,0.0906,0.0,74.3,0,79.8,D03,Community Clinic,0,14,N,34.3
2025-03-01,F007,385,98,32,32,67,32,0.0728,0.7948,796.9,0,75.3,D04,Hospital,11,7,N,25.5
2025-03-01,F008,128,0,0,0,0,16,0.0766,0.0,53.8,0,88.0,D04,Community Clinic,0,-4,N,20.4
2025-03-01,F009,294,78,23,24,74,34,0.0876,0.8472,579.8,4.3,74.5,D05,Hospital,22,11,N,29.4
2025-03-01,F010,140,53,2,2,60,21,0.0417,0.403,160.5,0,82.2,D05,Urgent Care,26,2,N,20.7
2025-03-02,F001,297,99,34,30,63,23,0.0805,0.8252,701.4,1.0,79.2,D01,Hospital,8,-1,N,24.4
2025-03-02,F002,146,0,0,0,0,29,0.0765,0.0,61.3,0,77.7,D01,Community Clinic,0,7,N,25.3
2025-03-02,F003,435,107,34,32,67,32,0.0822,0.7832,910.9,0,74.7,D02,Hospital,7,6,N,34.4
2025-03-02,F004,187,72,3,3,57,18,0.0795,0.3943,216.8,0,81.0,D02,Urgent Care,19,-2,N,34.0
2025-03-02,F005,506,133,42,42,66,34,0.069,0.7973,1146.7,0,69.5,D03,Hospital,8,9,N,31.2
2025-03-02,F006,199,0,0,0,0,27,0.0876,0.0,83.6,0,81.2,D03,Community Clinic,0,6,N,30.4
2025-03-02,F007,393,89,26,26,63,37,0.0538,0.7809,768.7,0,77.2,D04,Hospital,7,12,N,24.6
2025-03-02,F008,141,0,0,0,0,20,0.0664,0.0,59.2,0,80.5,D04,Community Clinic,0,0,N,19.2
2025-03-02,F009,251,83,21,20,66,21,0.0637,0.849,552.9,4.1,80.6,D05,Hospital,14,-2,N,19.8
2025-03-02,F010,144,65,3,3,51,26,0.074,0.3194,178.1,0,77.5,D05,Urgent Care,17,7,N,24.9
2025-03-03,F001,441,112,31,30,64,33,0.0649,0.8835,781.0,11.7,75.2,D01,Hospital,9,9,N,26.8
2025-03-03,F002,216,0,0,0,0,29,0.0792,0.0,90.7,0,83.8,D01,Community Clinic,0,7,N,25.6
2025-03-03,F003,639,158,56,49,81,36,0.0965,0.8078,1159.6,0,73.1,D02,Hospital,21,10,N,41.0
2025-03-03,F004,313,138,5,5,91,27,0.0934,0.426,356.9,0,76.6,D02,Urgent Care,53,7,N,46.3
2025-03-03,F005,715,165,53,48,72,35,0.0743,0.8255,1336.0,1.6,75.6,D03,Hospital,14,10,N,33.6
2025-03-03,F006,300,0,0,0,0,29,0.0705,0.0,126.0,0,80.8,D03,Community Clinic,0,8,N,29.2
2025-03-03,F007,533,174,45,45,93,34,0.0506,0.925,1002.5,22.6,74.4,D04,Hospital,37,9,Y,29.5
2025-03-03,F008,234,0,0,0,0,23,0.0668,0.0,98.3,0,85.9,D04,Community Clinic,0,3,N,20.6
2025-03-03,F009,363,115,32,31,72,27,0.0662,0.8182,688.9,0,75.0,D05,Hospital,20,4,N,23.2
2025-03-03,F010,223,100,3,3,59,32,0.0624,0.4697,254.8,0,73.4,D05,Urgent Care,25,13,N,27.9
2025-03-04,F001,382,107,34,32,66,31,0.0648,0.7709,755.8,0,73.7,D01,Hospital,11,7,N,26.3
2025-03-04,F002,201,0,0,0,0,22,0.0617,0.0,84.4,0,83.1,D01,Community Clinic,0,0,N,20.4
2025-03-04,F003,460,135,43,43,79,41,0.077,0.7866,987.2,0,74.4,D02,Hospital,19,15,N,40.5
2025-03-04,F004,282,129,7,7,78,28,0.1023,0.4222,339.2,0,73.2,D02,Urgent Care,40,8,N,45.0
2025-03-04,F005,590,189,58,61,90,21,0.083,0.8316,1310.0,4.8,74.7,D03,Hospital,32,-4,N,34.1
2025-03-04,F006,232,0,0,0,0,27,0.0868,0.0,97.4,0,81.7,D03,Community Clinic,0,6,N,30.3
2025-03-04,F007,449,121,30,31,78,38,0.0653,0.8308,845.9,2.2,75.1,D04,Hospital,22,13,N,29.7
2025-03-04,F008,199,0,0,0,0,30,0.0522,0.0,83.6,0,83.5,D04,Community Clinic,0,10,N,22.0
2025-03-04,F009,326,96,32,34,79,27,0.0494,0.8228,650.5,0.5,73.0,D05,Hospital,27,4,N,22.8
2025-03-04,F010,172,68,2,2,51,25,0.0801,0.4733,192.4,0,75.1,D05,Urgent Care,17,6,N,25.2
2025-03-05,F001,457,136,42,36,89,29,0.0702,0.8788,856.5,12.0,75.6,D01,Hospital,34,5,N,31.1
2025-03-05,F002,208,0,0,0,0,23,0.0831,0.0,87.4,0,79.7,D01,Community Clinic,0,1,N,23.4
2025-03-05,F003,570,168,40,38,97,37,0.0814,0.893,1067.1,24.6,69.5,D02,Hospital,37,11,N,43.2
2025-03-05,F004,215,90,2,2,54,19,0.072,0.5088,245.3,0,77.0,D02,Urgent Care,16,-1,N,32.5
2025-03-05,F005,559,183,47,43,72,33,0.0875,0.8499,1243.3,9.4,76.8,D03,Hospital,14,8,N,34.3
2025-03-05,F006,236,0,0,0,0,29,0.0916,0.0,99.1,0,84.4,D03,Community Clinic,0,8,N,31.7
2025-03-05,F007,413,97,33,31,68,31,0.065,0.8362,815.3,3.7,73.4,D04,Hospital,12,6,N,24.3
2025-03-05,F008,197,0,0,0,0,27,0.0345,0.0,82.7,0,83.0,D04,Community Clinic,0,7,N,18.5
2025-03-05,F009,322,82,25,25,71,25,0.0592,0.8305,607.0,1.7,73.5,D05,Hospital,19,2,N,21.3
2025-03-05,F010,152,68,2,2,60,25,0.0793,0.465,181.4,0,77.2,D05,Urgent Care,26,6,N,27.0
2025-03-06,F001,412,135,41,40,79,29,0.0723,0.796,826.9,0,78.6,D01,Hospital,24,5,N,29.2
2025-03-06,F002,188,0,0,0,0,28,0.0696,0.0,79.0,0,81.4,D01,Community Clinic,0,6,N,24.0
2025-03-06,F003,487,107,26,24,84,33,0.1009,0.7784,907.5,0,73.6,D02,Hospital,24,7,N,40.8
2025-03-06,F004,280,129,9,9,73,28,0.0918,0.5443,346.1,0,75.6,D02,Urgent Care,35,8,N,42.6
2025-03-06,F005,659,198,68,72,90,33,0.0663,0.8325,1396.6,5.2,71.5,D03,Hospital,32,8,N,35.7
2025-03-06,F006,228,0,0,0,0,26,0.073,0.0,95.8,0,80.8,D03,Community Clinic,0,5,N,28.2
2025-03-06,F007,454,105,35,31,71,34,0.0785,0.7521,853.5,0,77.7,D04,Hospital,15,9,N,28.0
2025-03-06,F008,181,0,0,0,0,21,0.0716,0.0,76.0,0,81.6,D04,Community Clinic,0,1,N,20.2
2025-03-06,F009,301,75,21,20,76,33,0.0708,0.8112,572.8,0,75.2,D05,Hospital,24,10,N,27.4
2025-03-06,F010,163,73,5,5,64,24,0.0378,0.3655,204.2,0,82.3,D05,Urgent Care,30,5,N,22.5
2025-03-07,F001,400,96,24,26,72,25,0.061,0.8137,715.2,0,82.0,D01,Hospital,17,1,N,24.5
2025-03-07,F002,179,0,0,0,0,31,0.0688,0.0,75.2,0,80.3,D01,Community Clinic,0,9,N,25.3
2025-03-07,F003,472,122,31,29,79,29,0.0743,0.7822,933.5,0,73.5,D02,Hospital,19,3,N,34.7
2025-03-07,F004,242,96,4,4,68,20,0.0929,0.4522,273.9,0,75.8,D02,Urgent Care,30,0,N,38.0
2025-03-07,F005,575,161,53,48,73,32,0.09,0.8361,1255.2,6.1,71.1,D03,Hospital,15,7,N,34.4
2025-03-07,F006,223,0,0,0,0,33,0.0838,0.0,93.7,0,76.3,D03,Community Clinic,0,12,N,32.6
2025-03-07,F007,471,146,35,33,71,35,0.0572,0.847,901.8,6.5,74.1,D04,Hospital,15,10,N,25.9
2025-03-07,F008,203,0,0,0,0,24,0.054,0.0,85.3,0,85.5,D04,Community Clinic,0,4,N,19.5
2025-03-07,F009,301,77,21,21,66,27,0.0528,0.8007,574.7,0,81.2,D05,Hospital,14,4,N,20.3
2025-03-07,F010,173,70,5,5,53,28,0.0753,0.4247,206.8,0,81.5,D05,Urgent Care,19,9,N,26.4
2025-03-08,F001,298,80,26,25,74,33,0.0584,0.7971,651.9,0,71.3,D01,Hospital,19,9,N,28.2
2025-03-08,F002,162,0,0,0,0,24,0.0852,0.0,68.0,0,79.8,D01,Community Clinic,0,2,N,24.1
2025-03-08,F003,447,113,32,28,76,30,0.0753,0.8486,915.2,7.7,73.9,D02,Hospital,16,4,N,34.7
2025-03-08,F004,207,79,3,3,60,25,0.0918,0.4101,234.5,0,78.9,D02,Urgent Care,22,5,N,38.4
2025-03-08,F005,501,128,33,31,70,32,0.08,0.8276,1103.2,2.4,72.3,D03,Hospital,12,7,N,32.5
2025-03-08,F006,186,0,0,0,0,18,0.0899,0.0,78.1,0,83.1,D03,Community Clinic,0,-3,N,27.9
2025-03-08,F007,329,72,20,21,67,25,0.0699,0.7648,693.4,0,78.0,D04,Hospital,11,0,N,22.0
2025-03-08,F008,157,0,0,0,0,23,0.0568,0.0,65.9,0,80.9,D04,Community Clinic,0,3,N,19.4
2025-03-08,F009,235,57,18,19,42,27,0.0354,0.8018,507.4,0,73.7,D05,Hospital,-10,4,N,15.1
2025-03-08,F010,137,58,2,2,50,30,0.0835,0.4373,163.6,0,80.6,D05,Urgent Care,16,11,N,27.6
2025-03-09,F001,287,77,21,19,69,25,0.0923,0.8259,623.0,0.7,75.9,D01,Hospital,14,1,N,27.6
2025-03-09,F002,138,0,0,0,0,19,0.0622,0.0,58.0,0,88.0,D01,Community Clinic,0,-3,N,20.4
2025-03-09,F003,400,100,34,34,75,33,0.0957,0.9034,885.0,15.0,74.0,D02,Hospital,15,7,Y,38.2
